Name,Data Url,CL- 0 Deg Alpha,CD- 0 Deg Alpha,CL/CD- 0 Deg Alpha,CL- 3 Deg Alpha,CD- 3 Deg Alpha,CL/CD- 3 Deg Alpha,CL- 5 Deg Alpha,CD- 5 Deg Alpha,CL/CD- 5 Deg Alpha,CL- 7.5 Deg Alpha,CD- 7.5 Deg Alpha,CL/CD- 7.5 Deg Alpha,CL- 10 Deg Alpha,CD- 10 Deg Alpha,CL/CD- 10 Deg Alpha
"Airfoil,s2046-il",http://airfoiltools.com/polar/csv?polar=xf-s2046-il-200000,0.3631,0.01028,35.32101167315175,0.6986,0.00935,74.71657754010694,0.8931,0.01221,73.14496314496314,1.1082,0.02049,54.08491947291362,1.3133,0.03388,38.76328217237308
"Airfoil,s2048-il",http://airfoiltools.com/polar/csv?polar=xf-s2048-il-200000,0.2342,0.01107,21.15627822944896,0.6231,0.00914,68.17286652078774,0.7967,0.01198,66.50250417362271,0.9944,0.02098,47.39752144899905,1.1351,0.04597,24.692190559060258
"Airfoil,s2050-il",http://airfoiltools.com/polar/csv?polar=xf-s2050-il-200000,0.1400,0.00972,14.403292181069961,0.5490,0.00916,59.93449781659389,0.7460,0.01190,62.6890756302521,0.9628,0.02142,44.94864612511671,1.1212,0.04685,23.931696905016008
"Airfoil,s2055-il",http://airfoiltools.com/polar/csv?polar=xf-s2055-il-200000,0.2171,0.01071,20.27077497665733,0.5809,0.00895,64.90502793296089,0.7320,0.01194,61.30653266331659,0.9255,0.02185,42.35697940503432,1.0492,0.04937,21.251772331375328
"Airfoil,s2060-il",http://airfoiltools.com/polar/csv?polar=xf-s2060-il-200000,0.2250,0.00967,23.26783867631851,0.5869,0.00878,66.84510250569475,0.7664,0.01195,64.13389121338912,0.9698,0.02495,38.86973947895792,1.0492,0.04937,21.251772331375328
"Airfoil,s2062-il",http://airfoiltools.com/polar/csv?polar=xf-s2062-il-200000,0.2107,0.00968,21.766528925619834,0.5740,0.00876,65.52511415525113,0.7526,0.01190,63.2436974789916,0.9564,0.02558,37.38858483189993,1.0492,0.04937,21.251772331375328
"Airfoil,s2091-il",http://airfoiltools.com/polar/csv?polar=xf-s2091-il-200000,0.4193,0.00978,42.873210633946826,0.7448,0.01089,68.39302112029385,0.9556,0.01242,76.94041867954911,1.1983,0.01593,75.22284996861268,1.3867,0.02203,62.94598275079437
"Airfoil,s3-il",http://airfoiltools.com/polar/csv?polar=xf-s3-il-200000,0.0922,0.00978,9.427402862985685,0.4982,0.01164,42.80068728522337,0.6715,0.01421,47.25545390570021,0.9132,0.01717,53.18578916715201,1.1342,0.02141,52.97524521251752
"Airfoil,s3002-il",http://airfoiltools.com/polar/csv?polar=xf-s3002-il-200000,0.3545,0.01021,34.72086190009794,0.7153,0.00997,71.74523570712137,0.9234,0.01221,75.62653562653563,1.1563,0.01720,67.22674418604652,1.3382,0.02565,52.17153996101365
"Airfoil,s3010-il",http://airfoiltools.com/polar/csv?polar=xf-s3010-il-200000,0.3137,0.00913,34.359255202628695,0.6305,0.01057,59.64995269631031,0.8416,0.01232,68.31168831168831,1.0884,0.01597,68.15278647463994,1.2878,0.02304,55.89409722222222
"Airfoil,s3014-il",http://airfoiltools.com/polar/csv?polar=xf-s3014-il-200000,0.3193,0.00955,33.43455497382199,0.6075,0.00976,62.2438524590164,0.8004,0.01139,70.2721685689201,1.0195,0.01638,62.24053724053725,1.1947,0.02378,50.239697224558455
"Airfoil,s3016-il",http://airfoiltools.com/polar/csv?polar=xf-s3016-il-200000,0.2825,0.00929,30.409041980624327,0.5639,0.00952,59.23319327731092,0.7542,0.01152,65.46875,0.9773,0.01661,58.83804936785069,1.1577,0.02435,47.544147843942504
"Airfoil,s3021-il",http://airfoiltools.com/polar/csv?polar=xf-s3021-il-200000,0.3623,0.00916,39.55240174672489,0.6552,0.01054,62.16318785578747,0.8508,0.01170,72.71794871794872,1.0686,0.01542,69.29961089494164,1.1780,0.02709,43.484680693983016
"Airfoil,s3024-il",http://airfoiltools.com/polar/csv?polar=xf-s3024-il-200000,0.4256,0.01078,39.48051948051948,0.7223,0.01055,68.46445497630332,0.9199,0.01141,80.62226117440842,1.1273,0.01563,72.1241202815099,1.2444,0.02471,50.360178065560504
"Airfoil,s3025-il",http://airfoiltools.com/polar/csv?polar=xf-s3025-il-200000,0.4295,0.00928,46.2823275862069,0.7334,0.01076,68.15985130111524,0.9337,0.01196,78.0685618729097,1.1529,0.01542,74.76653696498055,1.2660,0.02587,48.93699265558562
"Airfoil,s4022-il",http://airfoiltools.com/polar/csv?polar=xf-s4022-il-200000,0.6085,0.01277,47.65074393108849,0.9412,0.01161,81.06804478897502,1.1668,0.01257,92.82418456642802,1.3516,0.01637,82.56566890653635,1.4055,0.02872,48.93802228412256
"Airfoil,s4053-il",http://airfoiltools.com/polar/csv?polar=xf-s4053-il-200000,0.4000,0.00917,43.62050163576882,0.6936,0.01038,66.82080924855491,0.8850,0.01113,79.51482479784367,1.0581,0.01759,60.15349630471859,1.1902,0.02866,41.52826238660153
"Airfoil,s4061-il",http://airfoiltools.com/polar/csv?polar=xf-s4061-il-200000,0.4231,0.01028,41.15758754863813,0.7479,0.01106,67.62206148282098,0.9605,0.01187,80.91828138163437,1.1920,0.01528,78.01047120418848,1.3224,0.02491,53.08711360899237
"Airfoil,s4062-il",http://airfoiltools.com/polar/csv?polar=xf-s4062-il-200000,0.4689,0.01228,38.18403908794788,0.7937,0.01198,66.25208681135226,1.0049,0.01179,85.23324851569126,1.1979,0.01636,73.22127139364304,1.3026,0.02650,49.154716981132076
"Airfoil,s4083-il",http://airfoiltools.com/polar/csv?polar=xf-s4083-il-200000,0.4336,0.00840,51.61904761904762,0.7377,0.01145,64.42794759825328,0.9418,0.01347,69.91833704528582,1.1798,0.01612,73.18858560794045,1.3069,0.02835,46.098765432098766
"Airfoil,s4094-il",http://airfoiltools.com/polar/csv?polar=xf-s4094-il-200000,0.2447,0.01070,22.869158878504674,0.5904,0.01264,46.708860759493675,0.8198,0.01438,57.00973574408901,1.0963,0.01871,58.59433458043827,1.3421,0.02619,51.24474990454372
"Airfoil,s4095-il",http://airfoiltools.com/polar/csv?polar=xf-s4095-il-200000,0.2467,0.01231,20.040617384240456,0.5914,0.01444,40.955678670360115,0.8226,0.01637,50.25045815516189,1.1040,0.02075,53.204819277108435,1.3611,0.02828,48.12942008486563
"Airfoil,s4096-il",http://airfoiltools.com/polar/csv?polar=xf-s4096-il-200000,0.2640,0.01553,16.99935608499678,0.6086,0.01727,35.24030110017371,0.8423,0.01882,44.75557917109458,1.1248,0.02297,48.96821941663039,1.3785,0.03115,44.25361155698234
"Airfoil,s4110-il",http://airfoiltools.com/polar/csv?polar=xf-s4110-il-200000,0.4021,0.00956,42.06066945606695,0.7259,0.00957,75.85161964472309,0.9163,0.01165,78.65236051502146,1.1231,0.01848,60.773809523809526,1.3027,0.02822,46.16229624379873
"Airfoil,s4158-il",http://airfoiltools.com/polar/csv?polar=xf-s4158-il-200000,0.4212,0.01612,26.12903225806452,0.7129,0.01524,46.77821522309711,0.9238,0.01261,73.25931800158604,1.1282,0.01486,75.92193808882908,1.1738,0.02673,43.913206135428354
"Airfoil,s4180-il",http://airfoiltools.com/polar/csv?polar=xf-s4180-il-200000,0.4516,0.00969,46.6047471620227,0.7857,0.01174,66.92504258943781,1.0028,0.01347,74.44691907943579,1.2581,0.01598,78.72966207759698,1.4431,0.02329,61.962215543151565
"Airfoil,s4233-il",http://airfoiltools.com/polar/csv?polar=xf-s4233-il-200000,0.3380,0.01224,27.614379084967325,0.7107,0.01242,57.22222222222222,0.9185,0.01342,68.44262295081967,1.1651,0.01501,77.62158560959361,1.2844,0.02073,61.9585142305837
"Airfoil,s4310-il",http://airfoiltools.com/polar/csv?polar=xf-s4310-il-200000,0.4561,0.01057,43.15042573320719,0.7681,0.01159,66.27264883520276,0.9752,0.01251,77.95363709032773,1.2044,0.01545,77.9546925566343,1.3565,0.02212,61.324593128390596
"Airfoil,s4320-il",http://airfoiltools.com/polar/csv?polar=xf-s4320-il-200000,0.4833,0.01014,47.662721893491124,0.8125,0.01134,71.64902998236332,1.0247,0.01238,82.77059773828755,1.2623,0.01600,78.89375,1.4393,0.02336,61.613869863013704
"Airfoil,s5010-il",http://airfoiltools.com/polar/csv?polar=xf-s5010-il-200000,0.1721,0.00980,17.56122448979592,0.4789,0.01062,45.09416195856874,0.6870,0.01175,58.468085106382986,0.9386,0.01503,62.44843646041251,1.1486,0.02240,51.276785714285715
"Airfoil,s5020-il",http://airfoiltools.com/polar/csv?polar=xf-s5020-il-200000,0.1759,0.00948,18.554852320675103,0.4897,0.01048,46.72709923664122,0.7007,0.01163,60.24935511607911,0.9561,0.01510,63.31788079470198,1.1752,0.02234,52.60519247985676
"Airfoil,s6061-il",http://airfoiltools.com/polar/csv?polar=xf-s6061-il-200000,0.2771,0.00905,30.61878453038674,0.5390,0.00942,57.218683651804675,0.7360,0.01079,68.21130676552363,0.9304,0.02050,45.385365853658534,1.0951,0.04382,24.990871748060247
"Airfoil,s6062-il",http://airfoiltools.com/polar/csv?polar=xf-s6062-il-200000,0.2456,0.00850,28.894117647058824,0.5182,0.00896,57.83482142857143,0.7084,0.01135,62.414096916299556,0.9163,0.02494,36.7401764234162,1.0951,0.04382,24.990871748060247
"Airfoil,s6063-il",http://airfoiltools.com/polar/csv?polar=xf-s6063-il-200000,0.1871,0.00825,22.678787878787876,0.5017,0.00852,58.8849765258216,0.6770,0.01483,45.650708024275126,0.9045,0.03464,26.111431870669747,1.0951,0.04382,24.990871748060247
"Airfoil,s7012-il",http://airfoiltools.com/polar/csv?polar=xf-s7012-il-200000,0.2707,0.00816,33.174019607843135,0.5912,0.00986,59.959432048681535,0.8016,0.01164,68.8659793814433,1.0176,0.02004,50.77844311377246,1.1770,0.04255,27.66157461809636
"Airfoil,s7055-il",http://airfoiltools.com/polar/csv?polar=xf-s7055-il-200000,0.4304,0.01004,42.86852589641434,0.7190,0.01086,66.20626151012891,0.9118,0.01213,75.16900247320693,1.1329,0.01492,75.93163538873995,1.2591,0.02158,58.345690454124195
"Airfoil,s7075-il",http://airfoiltools.com/polar/csv?polar=xf-s7075-il-200000,0.3697,0.01144,32.31643356643356,0.7243,0.00954,75.9224318658281,0.9174,0.01156,79.35986159169549,1.1107,0.01826,60.826944140197156,1.2818,0.03045,42.095238095238095
"Airfoil,s801-nr",http://airfoiltools.com/polar/csv?polar=xf-s801-nr-200000,0.4529,0.01661,27.266706803130646,0.7425,0.01761,42.16354344122658,0.9797,0.01603,61.116656269494705,1.2206,0.01432,85.23743016759776,1.2496,0.02875,43.46434782608696
"Airfoil,s802-nr",http://airfoiltools.com/polar/csv?polar=xf-s802-nr-200000,0.4889,0.01365,35.81684981684982,0.8184,0.01372,59.650145772594755,1.0555,0.01317,80.14426727410783,1.2156,0.01732,70.18475750577367,1.2933,0.03033,42.64094955489614
"Airfoil,s8025-il",http://airfoiltools.com/polar/csv?polar=xf-s8025-il-200000,0.0753,0.00736,10.230978260869566,0.3750,0.01004,37.35059760956175,0.5806,0.01271,45.680566483084185,0.8289,0.01915,43.284595300261095,1.0229,0.03610,28.33518005540166
"Airfoil,s803-nr",http://airfoiltools.com/polar/csv?polar=xf-s803-nr-200000,0.5378,0.01226,43.86623164763458,0.8519,0.01300,65.53076923076924,1.0664,0.01293,82.47486465583913,1.2626,0.01727,73.10943833236826,1.3408,0.02985,44.9179229480737
"Airfoil,s8035-il",http://airfoiltools.com/polar/csv?polar=xf-s8035-il-200000,0.0000,0.01058,0.0,0.3696,0.01199,30.825688073394492,0.6844,0.01396,49.02578796561605,0.8574,0.01704,50.31690140845071,0.9959,0.02292,43.45113438045375
"Airfoil,s8036-il",http://airfoiltools.com/polar/csv?polar=xf-s8036-il-200000,0.1716,0.01356,12.65486725663717,0.5442,0.01408,38.65056818181818,0.8435,0.01435,58.78048780487805,1.0322,0.01561,66.12427930813581,1.0397,0.02260,46.00442477876107
"Airfoil,s8037-il",http://airfoiltools.com/polar/csv?polar=xf-s8037-il-200000,0.2392,0.01354,17.666174298375186,0.7177,0.01473,48.72369314324508,0.9718,0.01432,67.86312849162012,1.1117,0.01578,70.44993662864385,1.1643,0.02067,56.32801161103047
"Airfoil,s8038-il",http://airfoiltools.com/polar/csv?polar=xf-s8038-il-200000,0.1106,0.01092,10.12820512820513,0.4705,0.01142,41.19964973730298,0.7594,0.01270,59.79527559055118,0.8820,0.01796,49.10913140311804,1.0565,0.02532,41.7259083728278
"Airfoil,s804-nr",http://airfoiltools.com/polar/csv?polar=xf-s804-nr-200000,0.5899,0.01677,35.175909361955874,0.9278,0.01868,49.66809421841542,1.1446,0.02092,54.7131931166348,1.3916,0.02454,56.707416462917685,1.6229,0.02902,55.92350103376981
"Airfoil,s8052-il",http://airfoiltools.com/polar/csv?polar=xf-s8052-il-200000,0.1462,0.01195,12.234309623430962,0.5602,0.01098,51.0200364298725,0.7423,0.01131,65.63218390804597,0.9350,0.01685,55.489614243323444,1.1072,0.02430,45.56378600823045
"Airfoil,s8055-il",http://airfoiltools.com/polar/csv?polar=xf-s8055-il-200000,0.2301,0.01356,16.969026548672566,0.6699,0.01096,61.12226277372264,0.8060,0.01150,70.08695652173914,0.9600,0.01687,56.90574985180794,1.1101,0.02368,46.879222972972975
"Airfoil,s805a-nr",http://airfoiltools.com/polar/csv?polar=xf-s805a-nr-200000,0.2216,0.01518,14.598155467720684,0.5447,0.01546,35.23285899094437,0.7891,0.01503,52.50166333998669,0.9600,0.01687,56.90574985180794,1.0267,0.02630,39.03802281368821
"Airfoil,s8064-il",http://airfoiltools.com/polar/csv?polar=xf-s8064-il-200000,0.0293,0.01687,1.7368109069353883,0.5325,0.01435,37.10801393728223,0.8043,0.01168,68.86130136986301,0.8139,0.01933,42.10553543714433,0.9844,0.03111,31.64255866280939
"Airfoil,s8065-il",http://airfoiltools.com/polar/csv?polar=xf-s8065-il-200000,0.1032,0.01444,7.146814404432133,0.6018,0.01126,53.44582593250445,0.7320,0.01114,65.70915619389586,0.8415,0.02037,41.31075110456554,1.0189,0.03835,26.568448500651886
"Airfoil,s8066-il",http://airfoiltools.com/polar/csv?polar=xf-s8066-il-200000,0.1057,0.01240,8.524193548387098,0.5539,0.00982,56.405295315682274,0.6662,0.01232,54.074675324675326,0.8437,0.02234,37.76633840644584,0.9362,0.05387,17.37887506961203
"Airfoil,s806a-nr",http://airfoiltools.com/polar/csv?polar=xf-s806a-nr-1000000,0.2739,0.00624,43.89423076923077,0.6167,0.00598,103.12709030100335,0.8157,0.01028,79.34824902723736,1.0725,0.01356,79.09292035398231,1.2672,0.01852,68.4233261339093
"Airfoil,s807-nr",http://airfoiltools.com/polar/csv?polar=xf-s807-nr-200000,0.2532,0.01909,13.26348873755893,0.6022,0.01944,30.977366255144034,0.8301,0.02098,39.566253574833176,1.1025,0.02390,46.12970711297071,1.3448,0.02557,52.59288228392648
"Airfoil,s808-nr",http://airfoiltools.com/polar/csv?polar=xf-s808-nr-200000,0.3420,0.01650,20.727272727272727,0.6703,0.01711,39.17592051431911,0.8809,0.01830,48.13661202185792,1.1265,0.02073,54.34153400868308,1.3281,0.02450,54.208163265306126
"Airfoil,s809-nr",http://airfoiltools.com/polar/csv?polar=xf-s809-nr-200000,0.2675,0.03995,6.695869837296621,0.4330,0.02970,14.579124579124578,0.6365,0.02908,21.887895460797797,0.9364,0.02134,43.880037488284906,1.3281,0.02450,54.208163265306126
"Airfoil,s810-nr",http://airfoiltools.com/polar/csv?polar=xf-s810-nr-200000,-0.0226,0.03238,-0.6979617047560223,0.2529,0.03260,7.757668711656443,0.4854,0.03116,15.577663671373555,0.8615,0.01723,50.00000000000001,0.8309,0.03228,25.74039653035935
"Airfoil,s811-nr",http://airfoiltools.com/polar/csv?polar=xf-s811-nr-200000,0.5031,0.06273,8.020086083213775,0.6665,0.05407,12.326613648973552,0.6871,0.04626,14.853004755728492,0.9489,0.03256,29.143120393120395,1.2173,0.02842,42.83251231527094
"Airfoil,s812-nr",http://airfoiltools.com/polar/csv?polar=xf-s812-nr-200000,0.2500,0.02582,9.682416731216112,0.5127,0.02704,18.960798816568047,0.6839,0.02921,23.41321465251626,1.0259,0.02181,47.038055937643286,1.0386,0.02640,39.340909090909086
"Airfoil,s813-nr",http://airfoiltools.com/polar/csv?polar=xf-s813-nr-200000,0.1186,0.02446,4.848732624693377,0.3294,0.02903,11.346882535308303,0.5647,0.02815,20.06039076376554,0.9477,0.01594,59.45420326223338,0.9629,0.02980,32.31208053691275
"Airfoil,s814-nr",http://airfoiltools.com/polar/csv?polar=xf-s814-nr-200000,0.5817,0.05337,10.89938167509837,0.6962,0.02374,29.32603201347936,0.9316,0.02358,39.508057675996604,1.1930,0.02358,50.59372349448685,1.3592,0.02350,57.838297872340426
"Airfoil,s815-nr",http://airfoiltools.com/polar/csv?polar=xf-s815-nr-200000,0.6707,0.05999,11.180196699449908,0.6141,0.02748,22.3471615720524,0.8613,0.02490,34.59036144578313,1.1289,0.02504,45.08386581469649,1.3236,0.02434,54.379622021364014
"Airfoil,s816-nr",http://airfoiltools.com/polar/csv?polar=xf-s816-nr-200000,0.2798,0.02174,12.870285188592456,0.5629,0.02494,22.570168404170005,0.7229,0.02953,24.48018963765662,1.0665,0.02247,47.46328437917223,1.0559,0.02675,39.472897196261684
"Airfoil,s817-nr",http://airfoiltools.com/polar/csv?polar=xf-s817-nr-200000,-0.0183,0.03197,-0.5724116359086644,0.2357,0.03632,6.489537444933921,0.4206,0.03866,10.879461976202792,0.8326,0.02622,31.75438596491228,0.9022,0.03240,27.84567901234568
"Airfoil,s818-nr",http://airfoiltools.com/polar/csv?polar=xf-s818-nr-200000,0.5350,0.05031,10.634068773603659,0.7218,0.04249,16.987526476818076,0.9724,0.02438,39.88515176374077,1.2550,0.02640,47.53787878787878,1.4744,0.02628,56.103500761035
"Airfoil,s819-nr",http://airfoiltools.com/polar/csv?polar=xf-s819-nr-200000,0.2029,0.01666,12.178871548619446,0.5280,0.01664,31.730769230769234,0.7456,0.01757,42.4359704040979,0.9960,0.01904,52.310924369747895,1.1600,0.02153,53.87830933581049
"Airfoil,s820-nr",http://airfoiltools.com/polar/csv?polar=xf-s820-nr-200000,0.1138,0.02467,4.612890149979732,0.4405,0.02560,17.20703125,0.7061,0.02192,32.21259124087591,0.9791,0.01524,64.24540682414698,1.0040,0.02729,36.79003297911323
"Airfoil,s821-nr",http://airfoiltools.com/polar/csv?polar=xf-s821-nr-200000,0.2687,0.02110,12.734597156398104,0.6072,0.01935,31.37984496124031,0.8239,0.01936,42.55681818181818,1.0521,0.02029,51.85312962050271,1.1582,0.02552,45.384012539184944
"Airfoil,s822-nr",http://airfoiltools.com/polar/csv?polar=xf-s822-nr-200000,0.1179,0.01975,5.969620253164557,0.3792,0.02023,18.744438952051407,0.6832,0.01632,41.86274509803921,0.9494,0.01476,64.32249322493224,0.9594,0.02544,37.7122641509434
"Airfoil,s823-nr",http://airfoiltools.com/polar/csv?polar=xf-s823-nr-200000,0.3212,0.01657,19.384429692214844,0.6614,0.01683,39.29887106357694,0.8788,0.01725,50.94492753623188,1.1127,0.01800,61.81666666666667,1.1969,0.02341,51.12772319521572
"Airfoil,s825-nr",http://airfoiltools.com/polar/csv?polar=xf-s825-nr-200000,0.5677,0.01862,30.488721804511275,0.9176,0.01772,51.783295711060944,1.1361,0.01848,61.477272727272734,1.3697,0.01967,69.63396034570411,1.4238,0.02852,49.922861150070126
"Airfoil,s826-nr",http://airfoiltools.com/polar/csv?polar=xf-s826-nr-200000,0.6527,0.01407,46.389481165600564,0.9966,0.01530,65.13725490196079,1.2058,0.01617,74.57019171304886,1.4138,0.01705,82.9208211143695,1.4069,0.03045,46.20361247947455
"Airfoil,s827-nr",http://airfoiltools.com/polar/csv?polar=xf-s827-nr-200000,-0.2679,0.04336,-6.178505535055351,0.1063,0.04314,2.46407046824293,0.3181,0.04338,7.332872291378515,1.4138,0.01705,82.9208211143695,0.8577,0.03112,27.56105398457584
"Airfoil,s828-nr",http://airfoiltools.com/polar/csv?polar=xf-s828-nr-200000,0.2514,0.03607,6.969780981425008,0.5569,0.03762,14.80329611908559,0.7432,0.03510,21.173789173789174,1.0106,0.02062,49.01066925315228,0.8889,0.03371,26.36902996143578
"Airfoil,s829-nr",http://airfoiltools.com/polar/csv?polar=xf-s829-nr-200000,0.1874,0.03376,5.550947867298579,0.3957,0.03445,11.486211901306241,0.8439,0.02055,41.065693430656935,0.7633,0.02456,31.07899022801303,0.8895,0.03382,26.301005322294497
"Airfoil,s830-nr",http://airfoiltools.com/polar/csv?polar=xf-s830-nr-200000,0.6171,0.03303,18.68301544050863,0.9001,0.02347,38.351086493395826,1.1255,0.02359,47.710894446799486,1.3686,0.02581,53.025958930647036,1.5308,0.02505,61.10978043912176
"Airfoil,s831-nr",http://airfoiltools.com/polar/csv?polar=xf-s831-nr-200000,0.1869,0.04108,4.549659201557936,0.3865,0.05014,7.708416433984843,0.5822,0.05345,10.892422825070161,0.8240,0.05575,14.780269058295962,1.1599,0.04524,25.638815207780723
"Airfoil,s832-nr",http://airfoiltools.com/polar/csv?polar=xf-s832-nr-200000,0.1869,0.04108,4.549659201557936,0.5038,0.03690,13.653116531165312,0.6746,0.04163,16.20466010088878,0.9274,0.04263,21.754632887637815,1.3294,0.02550,52.13333333333333
"Airfoil,s833-nr",http://airfoiltools.com/polar/csv?polar=xf-s833-nr-200000,0.0739,0.02202,3.356039963669391,0.4898,0.01907,25.684320922915575,0.7657,0.01598,47.91614518147684,0.9177,0.01802,50.926748057713645,0.9958,0.02648,37.605740181268885
"Airfoil,s834-nr",http://airfoiltools.com/polar/csv?polar=xf-s834-nr-200000,0.0161,0.01817,0.8860759493670887,0.5082,0.01589,31.982378854625548,0.8560,0.01366,62.66471449487555,0.8895,0.01575,56.476190476190474,0.9381,0.02490,37.674698795180724
"Airfoil,s835-nr",http://airfoiltools.com/polar/csv?polar=xf-s835-nr-200000,0.0993,0.02008,4.945219123505976,0.5591,0.01686,33.16132858837486,0.7874,0.01610,48.90683229813665,0.9396,0.01751,53.66076527698458,0.9951,0.02580,38.56976744186046
"Airfoil,s9000-il",http://airfoiltools.com/polar/csv?polar=xf-s9000-il-200000,0.3354,0.00877,38.24401368301026,0.6496,0.00959,67.73722627737226,0.8444,0.01194,70.72026800670018,1.0679,0.01761,60.64168086314594,1.2413,0.02849,43.56967356967357
"Airfoil,s9026-il",http://airfoiltools.com/polar/csv?polar=xf-s9026-il-200000,0.0000,0.00892,0.0,0.4007,0.00980,40.88775510204082,0.5727,0.01296,44.18981481481482,0.7918,0.02017,39.256321269211696,0.9721,0.03740,25.991978609625665
"Airfoil,s9027-il",http://airfoiltools.com/polar/csv?polar=xf-s9027-il-200000,0.0000,0.00794,0.0,0.3693,0.00981,37.645259938837924,0.5562,0.01366,40.71742313323573,0.7898,0.02348,33.63713798977853,0.8196,0.06255,13.103117505995204
"Airfoil,s9032-il",http://airfoiltools.com/polar/csv?polar=xf-s9032-il-200000,0.0000,0.00853,0.0,0.3842,0.00976,39.364754098360656,0.5655,0.01313,43.069306930693074,0.7924,0.02079,38.11447811447812,0.9460,0.04377,21.61297692483436
"Airfoil,s9033-il",http://airfoiltools.com/polar/csv?polar=xf-s9033-il-200000,0.0000,0.00741,0.0,0.3549,0.00987,35.95744680851064,0.5508,0.01393,39.54055994256999,0.7896,0.02532,31.18483412322275,0.7697,0.07983,9.641738694726294
"Airfoil,s9037-il",http://airfoiltools.com/polar/csv?polar=xf-s9037-il-200000,0.4165,0.00926,44.97840172786177,0.7238,0.01007,71.87686196623633,0.9228,0.01181,78.13717188823031,1.1461,0.01610,71.1863354037267,1.3032,0.02458,53.0187144019528
"Airfoil,sa7024-il",http://airfoiltools.com/polar/csv?polar=xf-sa7024-il-200000,0.3925,0.00885,44.35028248587571,0.7353,0.00933,78.81028938906752,0.9284,0.01177,78.87850467289721,1.1439,0.01839,62.20228384991843,1.2754,0.04126,30.911294231701408
"Airfoil,sa7025-il",http://airfoiltools.com/polar/csv?polar=xf-sa7025-il-200000,0.4330,0.01014,42.70216962524655,0.7536,0.00956,78.82845188284519,0.9509,0.01148,82.83101045296166,1.1606,0.01693,68.55286473715299,1.2567,0.03439,36.542599592904914
"Airfoil,sa7026-il",http://airfoiltools.com/polar/csv?polar=xf-sa7026-il-200000,0.4627,0.01125,41.12888888888889,0.7837,0.01047,74.85195797516714,0.9844,0.01127,87.34693877551021,1.1748,0.01630,72.07361963190185,1.2313,0.03175,38.78110236220473
"Airfoil,sa7035-il",http://airfoiltools.com/polar/csv?polar=xf-sa7035-il-200000,0.3410,0.00894,38.14317673378076,0.6375,0.00966,65.99378881987577,0.8356,0.01172,71.29692832764505,1.0632,0.01632,65.1470588235294,1.2141,0.02734,44.40746159473299
"Airfoil,sa7036-il",http://airfoiltools.com/polar/csv?polar=xf-sa7036-il-200000,0.3610,0.00904,39.93362831858407,0.6637,0.00974,68.14168377823408,0.8620,0.01182,72.92724196277496,1.0898,0.01630,66.85889570552149,1.2506,0.02593,48.22984959506363
"Airfoil,sa7038-il",http://airfoiltools.com/polar/csv?polar=xf-sa7038-il-200000,0.4039,0.00934,43.2441113490364,0.7165,0.00989,72.4469160768453,0.9149,0.01197,76.43274853801171,1.1404,0.01641,69.49421084704449,1.3057,0.02468,52.905186385737444
"Airfoil,saratov-il",http://airfoiltools.com/polar/csv?polar=xf-saratov-il-200000,0.7602,0.02905,26.16867469879518,1.0782,0.01055,102.19905213270142,1.2741,0.01198,106.35225375626044,1.5286,0.01153,132.57588898525586,1.5069,0.03465,43.489177489177486
"Airfoil,sc1012r8-il",http://airfoiltools.com/polar/csv?polar=xf-sc1012r8-il-200000,0.2229,0.00985,22.629441624365484,0.5809,0.01342,43.28614008941878,0.7731,0.01677,46.10017889087656,1.0257,0.02277,45.046113306982875,1.2590,0.03190,39.46708463949843
"Airfoil,sc1094r8-il",http://airfoiltools.com/polar/csv?polar=xf-sc1094r8-il-200000,0.2343,0.00880,26.625,0.5158,0.01216,42.41776315789474,0.7232,0.01591,45.45568824638592,0.9825,0.02251,43.64726788094181,1.2178,0.03338,36.48292390653086
"Airfoil,sc1095-il",http://airfoiltools.com/polar/csv?polar=xf-sc1095-il-200000,0.1482,0.00934,15.867237687366169,0.4290,0.01033,41.529525653436586,0.6294,0.01420,44.323943661971825,0.8872,0.02079,42.674362674362676,1.1257,0.02679,42.019410227696895
"Airfoil,sc1095r8-il",http://airfoiltools.com/polar/csv?polar=xf-sc1095r8-il-200000,0.1124,0.01234,9.108589951377633,0.4134,0.01046,39.52198852772466,0.6152,0.01392,44.195402298850574,0.8736,0.01960,44.57142857142858,1.1203,0.02866,39.08932309839498
"Airfoil,sc20010-il",http://airfoiltools.com/polar/csv?polar=xf-sc20010-il-200000,0.0000,0.01123,0.0,0.4036,0.01023,39.452590420332356,0.5544,0.01608,34.47761194029851,0.7889,0.02710,29.110701107011074,1.1203,0.02866,39.08932309839498
"Airfoil,sc20012-il",http://airfoiltools.com/polar/csv?polar=xf-sc20012-il-200000,0.0000,0.01282,0.0,0.3283,0.01130,29.053097345132745,0.5852,0.01678,34.87485101311085,0.7934,0.02293,34.60095944177933,0.9902,0.03820,25.92146596858639
"Airfoil,sc20402-il",http://airfoiltools.com/polar/csv?polar=xf-sc20402-il-200000,0.1032,0.00647,15.950540958268933,0.4622,0.02849,16.223236223236224,0.6639,0.05854,11.340963443799112,0.7854,0.10808,7.266839378238342,0.9902,0.03820,25.92146596858639
